class,concept,weight
club sandwich,symmetrical,0.7
club sandwich,very symmetrical,0.7
club sandwich,neat row,0.5
club sandwich,stacked in a pile,0.5
club sandwich,has bread on it,1.0
club sandwich,moist interior,0.6
club sandwich,slice of white bread,1.0
club sandwich,variety of textures,0.8
club sandwich,slight chewiness,0.5
club sandwich,green side,0.7
club sandwich,white or green,0.6
club sandwich,4 triangular slices,0.9
club sandwich,thick and golden,0.5
club sandwich,toasted or baked,0.8
club sandwich,triangles,0.9
club sandwich,top with tomatoes,0.8
club sandwich,deep golden hue,0.5
club sandwich,sliced thinly,0.7
club sandwich,pure white breast,0.5
club sandwich,color is a green,0.6
club sandwich,thin line of sauce,0.6
club sandwich,served whole,0.6
club sandwich,thin strips,0.6
club sandwich,cheese,0.7
club sandwich,sliced very thinly,0.7
club sandwich,looks nice and thick,0.5
club sandwich,garnished,0.6
club sandwich,warm to touch,0.5
club sandwich,crisp shell,0.5
club sandwich,restaurant,0.6
club sandwich,first toasted,0.7
club sandwich,crispy bottom,0.5
club sandwich,layered in dish,0.8
club sandwich,held,0.8
club sandwich,regular rectangle,0.9
club sandwich,opaque,0.5
club sandwich,"long, thin square",0.7
club sandwich,edges are crispy,0.5
club sandwich,edges are straight,0.6
club sandwich,about 4 inches long,0.6
club sandwich,flattened,0.6
club sandwich,outside is crispy,0.5
club sandwich,thickly sliced,0.8
club sandwich,crisp edges,0.7
club sandwich,repeating pattern,0.5
club sandwich,bit brown in color,0.5
club sandwich,well-defined border,0.6
club sandwich,thick and raised,0.5
club sandwich,no large chunks,0.5
club sandwich,mustard on it,0.6
club sandwich,served open-faced,0.5
club sandwich,right angles,0.6
crab cakes,looks appetizing,0.5
crab cakes,have a crispy shell,0.9
crab cakes,very hearty cake,0.6
crab cakes,dark amber color,0.7
crab cakes,oily,0.5
crab cakes,round and small,0.8
crab cakes,lumpy,0.7
crab cakes,peppered with spices,0.6
crab cakes,freeform shape,0.7
crab cakes,deep golden color,0.8
crab cakes,crack when spooned,0.5
crab cakes,dried and cooked,0.5
crab cakes,chopped or whole,0.5
crab cakes,brown and white,0.7
crab cakes,"moist, oily texture",0.8
crab cakes,thick and pasty,0.6
crab cakes,grayish brown,0.6
crab cakes,beautiful sheen,0.5
crab cakes,color is beige,0.7
crab cakes,darker exterior,0.7
crab cakes,usually round,0.8
crab cakes,pale in color,0.7
crab cakes,slightly toasted,0.6
crab cakes,coated in a breading,0.9
crab cakes,rich and smooth,0.6
crab cakes,soft inside,0.8
crab cakes,bronze,0.6
crab cakes,fluffy interior,0.6
crab cakes,brown side,0.8
crab cakes,"round, like a food",1.0
crab cakes,slightly domed top,0.7
crab cakes,"short, thick circle",0.8
crab cakes,crisp outside,1.0
crab cakes,lovely golden hue,0.6
crab cakes,"large, round shape",0.9
crab cakes,crisp outer layer,1.0
crab cakes,creamy interior,0.9
crab cakes,light brownish-gray,0.7
crab cakes,light and airy touch,0.8
crab cakes,rich and light,0.7
crab cakes,slightly dense crumb,0.6
crab cakes,neutral color,0.5
crab cakes,yellow onions,0.5
crab cakes,with a perfect bite,0.6
crab cakes,tan color,0.6
crab cakes,airy texture,0.7
crab cakes,crispy outside,0.9
crab cakes,"soft, fluffy inside",0.8
crab cakes,mildly tangy,0.5
crab cakes,meat is a dark brown,0.5
crab cakes,chopped or shredded,0.8
crab cakes,pale white,0.5
crab cakes,firm to the bite,0.6
crab cakes,light colored flesh,0.5
crab cakes,shredded or diced,0.8
crab cakes,brownish red,0.7
crab cakes,color will be brown,0.7
crab cakes,color is uniform,0.6
crab cakes,not at all greasy,0.5
crab cakes,golden and brown,0.8
crab cakes,cylindrical cake,0.7
crab cakes,meat is white,0.6
crab cakes,chewy brown color,0.5
crab cakes,soft on the inside,0.5
crab cakes,"deep, reddish brown",0.8
crab cakes,"rich, dark brown",0.7
crab cakes,bubbling,0.6
crab cakes,shrimp or crab,1.0
crab cakes,gooey and bubbly,0.5
crab cakes,reddish brown,0.8
crab cakes,flat on top,0.5
crab cakes,color of a new penny,0.7
crab cakes,cross-section,0.5
crab cakes,light brown interior,0.5
crab cakes,looks crispy,0.6
crab cakes,rich golden brown,0.8
crab cakes,"round, flat cake",0.8
crab cakes,golden brown bottom,0.9
crab cakes,fried golden brown,0.9
crab cakes,round or oval,0.8
crab cakes,layered dish,0.5
crab cakes,nice crust,0.5
crab cakes,"small, round patties",1.0
crab cakes,"warm, golden color",0.5
crab cakes,look very appetizing,0.6
crab cakes,formed into a patty,1.0
crab cakes,"soft, chewy inside",0.5
crab cakes,baked or broiled,0.8
crab cakes,top is rounded,0.5
crab cakes,bit tan in color,0.7
crab cakes,color is toasted,0.5
crab cakes,evenly cooked,0.6
crab cakes,beige color,0.7
crab cakes,round,0.9
crab cakes,golden and delicious,0.8
crab cakes,not be overcooked,0.8
crab cakes,color will be darker,0.7
crab cakes,coffee brown,0.6
crab cakes,firm and meaty,0.9
crab cakes,slight firmness,0.8
crab cakes,slight saltiness,0.7
crab cakes,rounded edges,0.8
crab cakes,spherical in shape,0.8
crab cakes,"unique, nutty flavor",0.5
crab cakes,golden orange,0.7
crab cakes,overall tender,0.9
crab cakes,shape is round,0.8
crab cakes,a little overcooked,0.7
crab cakes,slight brown tint,0.7
crab cakes,topped with a lemon-,0.8
crab cakes,rich hue,0.5
crab cakes,topping,0.7
crab cakes,crunch texture,0.8
crab cakes,salmon pink color,0.7
crab cakes,drain it well,0.5
crab cakes,flaky,0.9
crab cakes,finger food,0.7
crab cakes,slight graininess,0.6
crab cakes,"pan-searing, grill",0.8
crab cakes,scooped up,0.5
crab cakes,6-10 pieces,0.5
crab cakes,slightly domed,0.6
crab cakes,juicy white color,0.7
crab cakes,oval,0.5
crab cakes,visually appealing,0.7
crab cakes,bit red in color,0.5
crab cakes,crispy and chewy,0.8
crab cakes,look appetizing,0.9
crab cakes,slightly chewy skin,0.6
crab cakes,brown or grey,0.7
crab cakes,uniform in shape,0.6
crab cakes,uniform golden color,0.9
crab cakes,delicate crumb,0.5
crab cakes,round and flat,0.6
crab cakes,moist and fugy,0.5
crab cakes,neat pile,0.5
crab cakes,perfect crumb,0.7
crab cakes,texture,0.8
crab cakes,chopped,0.6
crab cakes,tender interior,0.7
crab cakes,uniform brown color,0.8
crab cakes,not too thin,0.5
crab cakes,yellow or brown,0.6
crab cakes,baked until crisp,0.9
crab cakes,chunks of bread,0.8
crab cakes,sheen,0.6
crab cakes,nice bite,0.7
crab cakes,darker brown center,0.6
crab cakes,thick and gooey,0.5
crab cakes,look slightly messy,0.7
crab cakes,golden reddish brown,0.9
crab cakes,easily overcooked,0.7
crab cakes,round and thick,0.7
crab cakes,round cross-section,0.6
crab cakes,toasty color,0.7
crab cakes,"thin, crispy skin",0.6
crab cakes,grainy texture,0.5
crab cakes,light brown exterior,0.5
crab cakes,light brown bottom,0.5
crab cakes,golden in color,0.7
crab cakes,caramel brown color,0.6
crab cakes,dense crumb,0.7
crab cakes,slight thickness,0.6
crab cakes,flat top and bottom,0.8
crab cakes,"small, round cakes",0.9
crab cakes,chewy center,0.5
crab cakes,"round, like a cake",0.9
crab cakes,chopped or diced,0.5
crab cakes,"small, flat disk",0.9
crab cakes,shredded or chopped,0.5
crab cakes,texture is perfect,0.7
crab cakes,not overcooked,0.6
crab cakes,symmetrical shape,0.7
crab cakes,solid,0.5
crab cakes,sauce,0.6
crab cakes,symmetrical,0.7
crab cakes,hot,0.5
crab cakes,little lumpy,0.8
crab cakes,light brown edge,0.6
crab cakes,very symmetrical,0.7
crab cakes,stacked in a pile,0.5
crab cakes,"dark, brown color",0.7
crab cakes,dish,0.9
crab cakes,moist shape,0.5
crab cakes,shell,0.8
crab cakes,moist interior,1.0
crab cakes,variety of textures,0.8
crab cakes,few small bumps,0.7
crab cakes,slight chewiness,0.9
crab cakes,more brown in color,0.8
crab cakes,orange color,0.5
crab cakes,thick and golden,1.0
crab cakes,deep orange in color,0.6
crab cakes,toasted or baked,0.7
crab cakes,shaped like a circle,0.8
crab cakes,round or oval-shaped,1.0
crab cakes,uniform in color,0.5
crab cakes,deep golden hue,1.0
crab cakes,not too mushy,0.9
crab cakes,dented in the center,0.5
crab cakes,vibrant brown color,0.7
crab cakes,shaped like circles,0.8
crab cakes,thin line of sauce,0.5
crab cakes,irregular,0.8
crab cakes,strong ocean smell,0.9
crab cakes,bit flat,0.7
crab cakes,soft top,0.6
crab cakes,served whole,0.5
crab cakes,orange-pink color,0.6
crab cakes,slightly oily,0.7
crab cakes,soft in the middle,0.8
crab cakes,round like a ball,0.5
crab cakes,crisp shell,0.8
crab cakes,"pure, golden color",0.7
crab cakes,color is deep golden,0.7
crab cakes,"round, flat patty",0.9
crab cakes,crispy bottom,0.8
crab cakes,dark brown top,0.7
crab cakes,spherical or oblong,0.7
crab cakes,round on the top,0.6
crab cakes,"round, dense cake",0.7
crab cakes,round and smooth,0.5
crab cakes,edges are crispy,0.6
crab cakes,reddish brown color,0.5
crab cakes,flattened,0.6
crab cakes,rounded,0.6
crab cakes,outside is crispy,0.7
crab cakes,crisp edges,0.9
crab cakes,saltiness,0.6
crab cakes,bit brown in color,0.8
crab cakes,ruffled edges,0.6
crab cakes,well-defined border,0.6
crab cakes,brownish-gold,0.7
crab cakes,typically dark brown,0.5
crab cakes,shaped like a patty,0.6
creme brulee,egg,0.5
creme brulee,looks appetizing,0.5
creme brulee,flat top,0.8
creme brulee,golden hue,0.9
creme brulee,"light, orange-yellow",0.5
creme brulee,regal golden color,0.9
creme brulee,white or yellow,0.6
creme brulee,have a crispy shell,0.9
creme brulee,dark amber color,0.8
creme brulee,baked in the oven,0.7
creme brulee,sugar,0.8
creme brulee,round and small,0.6
creme brulee,"clear, golden color",0.5
creme brulee,deep golden color,0.8
creme brulee,crack when spooned,1.0
creme brulee,brown and white,0.7
creme brulee,allowed to harden,0.8
creme brulee,once chilled,0.6
creme brulee,thick and pasty,0.5
creme brulee,beautiful sheen,0.7
creme brulee,"crispy, golden-brow",0.9
creme brulee,color is beige,0.8
creme brulee,darker exterior,0.6
creme brulee,eggs,0.5
creme brulee,usually round,0.7
creme brulee,pale in color,0.6
creme brulee,slightly toasted,0.8
creme brulee,rich and smooth,0.7
creme brulee,soft inside,0.6
creme brulee,bronze,0.5
creme brulee,fluffy interior,0.5
creme brulee,traditionally topped,0.6
creme brulee,slightly domed top,0.7
creme brulee,speciality of france,0.6
creme brulee,crisp outside,0.7
creme brulee,lovely golden hue,0.8
creme brulee,crisp outer layer,0.7
creme brulee,darker than others,0.7
creme brulee,creamy interior,1.0
creme brulee,light and airy touch,0.6
creme brulee,rich and light,0.5
creme brulee,"small, ceramic bowl",0.9
creme brulee,with a perfect bite,0.5
creme brulee,airy texture,0.6
creme brulee,crispy outside,1.0
creme brulee,"soft, fluffy inside",0.5
creme brulee,sheen from the cream,0.8
creme brulee,brownish red,0.7
creme brulee,color will be brown,0.7
creme brulee,color is uniform,0.5
creme brulee,glossy surface,0.8
creme brulee,golden and brown,1.0
creme brulee,"firm, yet velvety",0.7
creme brulee,soft on the inside,0.5
creme brulee,gooey and bubbly,0.5
creme brulee,looks crispy,0.5
creme brulee,rich golden brown,0.5
creme brulee,beige,0.7
creme brulee,has two layers,0.5
creme brulee,"baked, fried, saueed",0.6
creme brulee,copper brown,0.5
creme brulee,golden brown bottom,0.8
creme brulee,gooey brown color,0.6
creme brulee,fried golden brown,0.7
creme brulee,round or oval,0.6
creme brulee,creamy and mild,0.5
creme brulee,nice crust,0.6
creme brulee,look very appetizing,0.5
creme brulee,lighter in color,0.5
creme brulee,baked or broiled,0.7
creme brulee,bit tan in color,0.5
creme brulee,color is toasted,0.6
creme brulee,few small bubbles,0.5
creme brulee,round,0.5
creme brulee,golden and delicious,0.8
creme brulee,not be overcooked,0.6
creme brulee,color will be darker,0.7
creme brulee,slight firmness,0.5
creme brulee,golden orange,0.5
creme brulee,"lovely, sunny hue",0.6
creme brulee,slight brown tint,0.6
creme brulee,topping,0.7
creme brulee,crunch texture,0.8
creme brulee,toasted and buttery,0.5
creme brulee,cracked and bubbled,0.9
creme brulee,visually appealing,0.8
creme brulee,crispy and chewy,0.7
creme brulee,look appetizing,0.8
creme brulee,uniform in shape,0.6
creme brulee,uniform golden color,0.9
creme brulee,hint of darkness,0.5
creme brulee,thick and viscous,0.6
creme brulee,velvety,0.7
creme brulee,delicate crumb,0.5
creme brulee,round and flat,0.7
creme brulee,moist and fugy,0.6
creme brulee,dark and rich,0.7
creme brulee,pretty dish,0.6
creme brulee,thin white membrane,0.5
creme brulee,texture,0.8
creme brulee,mostly white,0.5
creme brulee,soft and velvety,0.6
creme brulee,tender interior,0.5
creme brulee,uniform brown color,0.7
creme brulee,"creamy, dreamy white",0.8
creme brulee,yellow or brown,0.7
creme brulee,baked until crisp,0.9
creme brulee,sheen,0.8
creme brulee,signature sweetness,0.6
creme brulee,thick and gooey,0.5
creme brulee,golden reddish brown,0.9
creme brulee,toasty color,0.9
creme brulee,"thin, crispy skin",0.8
creme brulee,bubbl,0.7
creme brulee,smooth custard base,1.0
creme brulee,"dark, rich brown",0.7
creme brulee,bottom layer is food,0.5
creme brulee,surface is bumpy,0.6
creme brulee,light brown exterior,0.8
creme brulee,"smooth, thick paste",0.9
creme brulee,beautiful golden hue,0.9
creme brulee,"dark, sienna brown",0.7
creme brulee,looks very luxurious,0.6
creme brulee,"raised, fluted edge",0.7
creme brulee,light brown bottom,0.8
creme brulee,golden in color,0.9
creme brulee,very pretty in color,0.5
creme brulee,"rich, indulgent",0.8
creme brulee,surface was smooth,0.7
creme brulee,slightly creamy,0.6
creme brulee,color is auburn,0.7
creme brulee,caramel brown color,0.9
creme brulee,have a glossy sheen,0.7
creme brulee,symmetrical shape,0.8
creme brulee,looks perfect,0.5
creme brulee,intense and inviting,0.7
creme brulee,small air bubbles,0.9
creme brulee,symmetrical,0.8
creme brulee,light brown edge,0.9
creme brulee,very symmetrical,0.8
creme brulee,shiny surface,0.7
creme brulee,"dark, brown color",0.9
creme brulee,raised rim,0.7
creme brulee,very unique dish,0.5
creme brulee,moist interior,0.8
creme brulee,variety of textures,0.7
creme brulee,few small bumps,0.6
creme brulee,slight chewiness,0.5
creme brulee,shiny,0.7
creme brulee,more brown in color,0.8
creme brulee,thick and golden,0.7
creme brulee,served melted,0.5
creme brulee,toasted or baked,0.9
creme brulee,shaped like a circle,0.6
creme brulee,chilled,0.6
creme brulee,round or oval-shaped,0.7
creme brulee,uniform in color,0.6
creme brulee,deep golden hue,0.8
creme brulee,not too mushy,0.5
creme brulee,gooey and melty,0.7
creme brulee,vibrant brown color,0.7
creme brulee,shaped like circles,0.6
creme brulee,dark brown edge,0.5
creme brulee,stained a dark brown,0.5
creme brulee,top is caramelized,1.0
creme brulee,crisp shell,1.0
creme brulee,also slightly sweet,0.5
creme brulee,"pure, golden color",0.8
creme brulee,still light and airy,0.6
creme brulee,color is deep golden,0.9
creme brulee,first toasted,0.7
creme brulee,crispy bottom,0.7
creme brulee,dark brown top,0.9
creme brulee,round on the top,0.7
creme brulee,creamier white,0.5
creme brulee,"round, white dessert",0.8
creme brulee,sheen to them,0.6
creme brulee,opaque,0.5
creme brulee,hint of amber,0.7
creme brulee,round and smooth,0.8
creme brulee,edges are crispy,0.9
creme brulee,syrupy texture,0.5
creme brulee,"hard, shiny shell",0.7
creme brulee,slightly smoky,0.5
creme brulee,reddish brown color,0.5
creme brulee,rounded,0.7
creme brulee,outside is crispy,0.9
creme brulee,color is off-white,0.6
creme brulee,perfect circle,0.5
creme brulee,crisp edges,0.8
creme brulee,glazed,0.9
creme brulee,hint of vanilla bean,0.5
creme brulee,bubbly,0.7
creme brulee,bit brown in color,0.8
creme brulee,well-defined border,0.6
creme brulee,raised surface,0.7
creme brulee,brownish-gold,0.9
creme brulee,typically dark brown,0.5
creme brulee,golden-brown filling,0.7
creme brulee,"round, flat dish",0.6
creme brulee,light and delicate,0.5
creme brulee,rich golden color,0.7
creme brulee,dark brown shell,0.6
croque madame,egg,1.0
croque madame,rich brioche,0.8
croque madame,golden hue,0.5
croque madame,regal golden color,0.5
croque madame,white or yellow,1.0
croque madame,have a crispy shell,0.8
croque madame,baked in the oven,0.6
croque madame,poached,0.8
croque madame,deep golden color,0.6
croque madame,placed on a toasted,1.0
croque madame,melted,0.5
croque madame,"crispy, golden-brow",0.6
croque madame,eggs,0.8
croque madame,slightly toasted,0.5
croque madame,"round, like a food",0.8
croque madame,slightly domed top,0.7
croque madame,creamy interior,0.8
croque madame,rich and light,0.5
croque madame,"thick, hearty sauce",0.7
croque madame,a lot of sauce on it,0.6
croque madame,crispy outside,0.8
croque madame,"soft, fluffy inside",0.6
