class,concept,weight
Northern Flicker,crown color is white,4.22535211268
Northern Flicker,crown color is red,3.52112676056
Northern Flicker,crown color is buff,29.5774647887
Northern Flicker,wing pattern is spotted,58.3333333333
Northern Flicker,wing pattern is striped,36.3636363636
Northern Flicker,wing pattern is multi-colored,5.30303030303
Acadian Flycatcher,bill shape is dagger,3.7037037037
Acadian Flycatcher,bill shape is all-purpose,82.2222222222
Acadian Flycatcher,bill shape is cone,14.0740740741
Acadian Flycatcher,wing color is brown,41.4634146341
Acadian Flycatcher,wing color is iridescent,0.813008130081
Acadian Flycatcher,wing color is grey,43.9024390244
Acadian Flycatcher,wing color is yellow,11.3821138211
Acadian Flycatcher,wing color is olive,16.2601626016
Acadian Flycatcher,wing color is pink,0.813008130081
Acadian Flycatcher,wing color is black,39.837398374
Acadian Flycatcher,wing color is white,47.9674796748
Acadian Flycatcher,wing color is buff,37.3983739837
Acadian Flycatcher,upperparts color is brown,40.7079646018
Acadian Flycatcher,upperparts color is iridescent,0.884955752212
Acadian Flycatcher,upperparts color is purple,0.884955752212
Acadian Flycatcher,upperparts color is grey,43.3628318584
Acadian Flycatcher,upperparts color is yellow,12.389380531
Acadian Flycatcher,upperparts color is olive,27.4336283186
Acadian Flycatcher,upperparts color is black,28.3185840708
Acadian Flycatcher,upperparts color is white,37.1681415929
Acadian Flycatcher,upperparts color is buff,34.5132743363
Acadian Flycatcher,underparts color is blue,1.8691588785
Acadian Flycatcher,underparts color is brown,1.8691588785
Acadian Flycatcher,underparts color is grey,29.9065420561
Acadian Flycatcher,underparts color is yellow,21.4953271028
Acadian Flycatcher,underparts color is olive,16.8224299065
Acadian Flycatcher,underparts color is orange,0.934579439252
Acadian Flycatcher,underparts color is white,65.4205607477
Acadian Flycatcher,underparts color is buff,26.1682242991
Acadian Flycatcher,breast pattern is solid,70.3296703297
Acadian Flycatcher,breast pattern is striped,7.69230769231
Acadian Flycatcher,breast pattern is multi-colored,21.978021978
Acadian Flycatcher,back color is brown,28.0
Acadian Flycatcher,back color is grey,37.0
Acadian Flycatcher,back color is yellow,3.0
Acadian Flycatcher,back color is olive,29.0
Acadian Flycatcher,back color is black,5.0
Acadian Flycatcher,back color is white,15.0
Acadian Flycatcher,back color is red,1.0
Acadian Flycatcher,back color is buff,31.0
Acadian Flycatcher,tail shape is rounded tail,12.7659574468
Acadian Flycatcher,tail shape is notched tail,42.5531914894
Acadian Flycatcher,tail shape is fan-shaped tail,5.31914893617
Acadian Flycatcher,tail shape is pointed tail,28.7234042553
Acadian Flycatcher,tail shape is squared tail,10.6382978723
Acadian Flycatcher,upper tail color is blue,1.13636363636
Acadian Flycatcher,upper tail color is brown,25.0
Acadian Flycatcher,upper tail color is rufous,1.13636363636
Acadian Flycatcher,upper tail color is grey,39.7727272727
Acadian Flycatcher,upper tail color is olive,27.2727272727
Acadian Flycatcher,upper tail color is black,14.7727272727
Acadian Flycatcher,upper tail color is white,9.09090909091
Acadian Flycatcher,upper tail color is buff,23.8636363636
Acadian Flycatcher,head pattern is malar,6.61157024793
Acadian Flycatcher,head pattern is eyebrow,1.65289256198
Acadian Flycatcher,head pattern is eyering,47.9338842975
Acadian Flycatcher,head pattern is plain,39.6694214876
Acadian Flycatcher,head pattern is eyeline,4.95867768595
Acadian Flycatcher,head pattern is capped,4.95867768595
Acadian Flycatcher,breast color is blue,2.10526315789
Acadian Flycatcher,breast color is brown,3.15789473684
Acadian Flycatcher,breast color is iridescent,3.15789473684
Acadian Flycatcher,breast color is grey,25.2631578947
Acadian Flycatcher,breast color is yellow,9.47368421053
Acadian Flycatcher,breast color is olive,21.0526315789
Acadian Flycatcher,breast color is pink,1.05263157895
Acadian Flycatcher,breast color is black,1.05263157895
Acadian Flycatcher,breast color is white,63.1578947368
Acadian Flycatcher,breast color is red,1.05263157895
Acadian Flycatcher,breast color is buff,32.6315789474
Acadian Flycatcher,throat color is brown,8.47457627119
Acadian Flycatcher,throat color is iridescent,0.847457627119
Acadian Flycatcher,throat color is grey,34.7457627119
Acadian Flycatcher,throat color is yellow,2.54237288136
Acadian Flycatcher,throat color is olive,17.7966101695
Acadian Flycatcher,throat color is black,2.54237288136
Acadian Flycatcher,throat color is white,50.8474576271
Acadian Flycatcher,throat color is buff,23.7288135593
Acadian Flycatcher,eye color is brown,4.4776119403
Acadian Flycatcher,eye color is grey,2.23880597015
Acadian Flycatcher,eye color is olive,0.746268656716
Acadian Flycatcher,eye color is black,96.2686567164
Acadian Flycatcher,eye color is white,2.23880597015
Acadian Flycatcher,eye color is red,0.746268656716
Acadian Flycatcher,eye color is buff,1.49253731343
Acadian Flycatcher,bill length is about the same as head,7.69230769231
Acadian Flycatcher,bill length is longer than head,2.30769230769
Acadian Flycatcher,bill length is shorter than head,92.3076923077
Acadian Flycatcher,forehead color is brown,28.2051282051
Acadian Flycatcher,forehead color is purple,0.854700854701
Acadian Flycatcher,forehead color is grey,35.8974358974
Acadian Flycatcher,forehead color is yellow,5.12820512821
Acadian Flycatcher,forehead color is olive,28.2051282051
Acadian Flycatcher,forehead color is black,8.54700854701
Acadian Flycatcher,forehead color is buff,22.2222222222
Acadian Flycatcher,under tail color is brown,26.8817204301
Acadian Flycatcher,under tail color is iridescent,2.15053763441
Acadian Flycatcher,under tail color is grey,48.3870967742
Acadian Flycatcher,under tail color is yellow,2.15053763441
Acadian Flycatcher,under tail color is olive,19.3548387097
Acadian Flycatcher,under tail color is pink,1.0752688172
Acadian Flycatcher,under tail color is black,23.6559139785
Acadian Flycatcher,under tail color is white,10.752688172
Acadian Flycatcher,under tail color is red,1.0752688172
Acadian Flycatcher,under tail color is buff,18.2795698925
Acadian Flycatcher,nape color is brown,22.9508196721
Acadian Flycatcher,nape color is grey,31.9672131148
Acadian Flycatcher,nape color is yellow,5.73770491803
Acadian Flycatcher,nape color is olive,30.3278688525
Acadian Flycatcher,nape color is black,1.6393442623
Acadian Flycatcher,nape color is white,12.2950819672
Acadian Flycatcher,nape color is buff,34.4262295082
Acadian Flycatcher,belly color is brown,3.0
Acadian Flycatcher,belly color is iridescent,2.0
Acadian Flycatcher,belly color is grey,26.0
Acadian Flycatcher,belly color is yellow,15.0
Acadian Flycatcher,belly color is olive,7.0
Acadian Flycatcher,belly color is green,3.0
Acadian Flycatcher,belly color is white,69.0
Acadian Flycatcher,belly color is buff,27.0
Acadian Flycatcher,wing shape is rounded-wings,44.4444444444
Acadian Flycatcher,wing shape is pointed-wings,20.8333333333
Acadian Flycatcher,wing shape is broad-wings,18.0555555556
Acadian Flycatcher,wing shape is tapered-wings,12.5
Acadian Flycatcher,wing shape is long-wings,6.94444444444
Acadian Flycatcher,size is small (5 - 9 in),52.2388059701
Acadian Flycatcher,size is very small (3 - 5 in),47.7611940299
Acadian Flycatcher,shape is upright-perching water-like,0.769230769231
Acadian Flycatcher,shape is chicken-like-marsh,1.53846153846
Acadian Flycatcher,shape is gull-like,0.769230769231
Acadian Flycatcher,shape is hummingbird-like,6.15384615385
Acadian Flycatcher,shape is pigeon-like,3.07692307692
Acadian Flycatcher,shape is tree-clinging-like,6.92307692308
Acadian Flycatcher,shape is sandpiper-like,2.30769230769
Acadian Flycatcher,shape is perching-like,78.4615384615
Acadian Flycatcher,back pattern is solid,66.9902912621
Acadian Flycatcher,back pattern is spotted,0.970873786408
Acadian Flycatcher,back pattern is striped,14.5631067961
Acadian Flycatcher,back pattern is multi-colored,17.4757281553
Acadian Flycatcher,tail pattern is solid,60.0
Acadian Flycatcher,tail pattern is striped,11.1111111111
Acadian Flycatcher,tail pattern is multi-colored,28.8888888889
Acadian Flycatcher,belly pattern is solid,81.8181818182
Acadian Flycatcher,belly pattern is striped,4.0404040404
Acadian Flycatcher,belly pattern is multi-colored,14.1414141414
Acadian Flycatcher,primary color is blue,0.735294117647
Acadian Flycatcher,primary color is brown,33.0882352941
Acadian Flycatcher,primary color is iridescent,2.20588235294
Acadian Flycatcher,primary color is grey,31.6176470588
Acadian Flycatcher,primary color is yellow,5.14705882353
Acadian Flycatcher,primary color is olive,32.3529411765
Acadian Flycatcher,primary color is black,12.5
Acadian Flycatcher,primary color is white,27.9411764706
Acadian Flycatcher,primary color is buff,28.6764705882
Acadian Flycatcher,leg color is blue,2.32558139535
Acadian Flycatcher,leg color is brown,4.6511627907
Acadian Flycatcher,leg color is grey,37.2093023256
Acadian Flycatcher,leg color is olive,1.16279069767
Acadian Flycatcher,leg color is pink,1.16279069767
Acadian Flycatcher,leg color is black,53.488372093
Acadian Flycatcher,leg color is buff,9.3023255814
Acadian Flycatcher,bill color is blue,1.6
Acadian Flycatcher,bill color is brown,23.2
Acadian Flycatcher,bill color is purple,2.4
Acadian Flycatcher,bill color is grey,37.6
Acadian Flycatcher,bill color is yellow,5.6
Acadian Flycatcher,bill color is olive,4.8
Acadian Flycatcher,bill color is orange,7.2
Acadian Flycatcher,bill color is black,19.2
Acadian Flycatcher,bill color is buff,37.6
Acadian Flycatcher,crown color is brown,26.4
Acadian Flycatcher,crown color is grey,40.0
Acadian Flycatcher,crown color is yellow,7.2
Acadian Flycatcher,crown color is olive,24.8
Acadian Flycatcher,crown color is pink,0.8
Acadian Flycatcher,crown color is black,6.4
Acadian Flycatcher,crown color is buff,29.6
Acadian Flycatcher,wing pattern is solid,5.30973451327
Acadian Flycatcher,wing pattern is spotted,1.76991150442
Acadian Flycatcher,wing pattern is striped,54.8672566372
Acadian Flycatcher,wing pattern is multi-colored,38.0530973451
Great Crested Flycatcher,bill shape is dagger,13.3802816901
Great Crested Flycatcher,bill shape is needle,0.704225352113
Great Crested Flycatcher,bill shape is hooked seabird,2.11267605634
Great Crested Flycatcher,bill shape is all-purpose,81.6901408451
Great Crested Flycatcher,bill shape is cone,2.11267605634
Great Crested Flycatcher,wing color is brown,64.6153846154
Great Crested Flycatcher,wing color is rufous,0.769230769231
Great Crested Flycatcher,wing color is grey,28.4615384615
Great Crested Flycatcher,wing color is yellow,17.6923076923
Great Crested Flycatcher,wing color is orange,4.61538461538
Great Crested Flycatcher,wing color is black,30.0
Great Crested Flycatcher,wing color is white,31.5384615385
Great Crested Flycatcher,wing color is buff,33.8461538462
Great Crested Flycatcher,upperparts color is brown,65.2173913043
Great Crested Flycatcher,upperparts color is grey,39.1304347826
Great Crested Flycatcher,upperparts color is yellow,9.5652173913
Great Crested Flycatcher,upperparts color is orange,5.21739130435
Great Crested Flycatcher,upperparts color is black,32.1739130435
Great Crested Flycatcher,upperparts color is white,30.4347826087
Great Crested Flycatcher,upperparts color is buff,32.1739130435
Great Crested Flycatcher,underparts color is blue,3.1746031746
Great Crested Flycatcher,underparts color is brown,6.34920634921
Great Crested Flycatcher,underparts color is grey,44.4444444444
Great Crested Flycatcher,underparts color is yellow,83.3333333333
Great Crested Flycatcher,underparts color is olive,7.14285714286
Great Crested Flycatcher,underparts color is green,0.793650793651
Great Crested Flycatcher,underparts color is white,12.6984126984
Great Crested Flycatcher,underparts color is buff,19.0476190476
Great Crested Flycatcher,breast pattern is solid,58.5585585586
Great Crested Flycatcher,breast pattern is striped,2.7027027027
Great Crested Flycatcher,breast pattern is multi-colored,38.7387387387
Great Crested Flycatcher,back color is brown,46.1538461538
Great Crested Flycatcher,back color is grey,48.3516483516
Great Crested Flycatcher,back color is yellow,13.1868131868
Great Crested Flycatcher,back color is black,9.89010989011
Great Crested Flycatcher,back color is white,13.1868131868
Great Crested Flycatcher,back color is buff,30.7692307692
Great Crested Flycatcher,tail shape is rounded tail,3.63636363636
Great Crested Flycatcher,tail shape is notched tail,50.0
Great Crested Flycatcher,tail shape is fan-shaped tail,9.09090909091
Great Crested Flycatcher,tail shape is pointed tail,24.5454545455
Great Crested Flycatcher,tail shape is squared tail,12.7272727273
Great Crested Flycatcher,upper tail color is brown,52.6315789474
Great Crested Flycatcher,upper tail color is purple,1.31578947368
Great Crested Flycatcher,upper tail color is grey,17.1052631579
Great Crested Flycatcher,upper tail color is yellow,10.5263157895
Great Crested Flycatcher,upper tail color is black,11.8421052632
Great Crested Flycatcher,upper tail color is white,11.8421052632
Great Crested Flycatcher,upper tail color is buff,35.5263157895
Great Crested Flycatcher,head pattern is spotted,1.5503875969
Great Crested Flycatcher,head pattern is malar,3.1007751938
Great Crested Flycatcher,head pattern is crested,11.6279069767
Great Crested Flycatcher,head pattern is masked,4.6511627907
Great Crested Flycatcher,head pattern is eyering,31.7829457364
Great Crested Flycatcher,head pattern is plain,32.5581395349
Great Crested Flycatcher,head pattern is eyeline,10.8527131783
Great Crested Flycatcher,head pattern is striped,3.1007751938
